activity_id,name,category,sector,source,unit_type
consumer_goods-type_digestive_biscuits_pp_wrapping-origin_region_multi_region,Digestive biscuits PP wrapping,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_digital_imports_to_households,Digital imports to households,Recreation and Culture,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_directory_mailing_list_other_publishers,Directory and mailing list publishers,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_directory_mailing_list_other_publishers,Directory/mailing list and other publishers,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_dishwasher,Dishwasher,Furnishings and Household,Consumer Goods and Services,CAEP,Number
consumer_goods-type_disposable_chopsticks,Disposable chopsticks,Furnishings and Household,Consumer Goods and Services,CAEP,Weight
consumer_goods-type_disposable_diapers_and_feminine_hygiene_products,Disposable diapers and feminine hygiene products,Personal Care and Accessories,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_distilled_liquor,Distilled liquor,Food/Beverages/Tobacco,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_distilleries_spirits,Distilleries,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_distilleries_spirits,Distilleries and spirits,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_dog_and_cat_food,Dog and cat food,Food/Beverages/Tobacco,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_dog_cat_food,Dog and cat food,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_dolls_toys_games,Dolls / toys and games,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_dried_and_dehydrated_food,Dried and dehydrated food manufacturing,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_dried_fruit,Dried fruit,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_dried_peas-origin_region_uk,Dried peas,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_dried_peas-origin_region_uk_import_market_mix,Dried peas,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_dried_shelled_beans_pulses_cooked_kidney_broad_beans-origin_region_uk,Dried shelled beans (pulses cooked kidney broad beans),Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_dried_shelled_beans_pulses_cooked_kidney_broad_beans-origin_region_uk_import_market_mix,Dried shelled beans (pulses cooked kidney broad beans),Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_dried_vegetables,Dried vegetables,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_drink_concentrates_and_powders,Drink concentrates and powders,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_drinking_glass,Drinking glass,Furnishings and Household,Consumer Goods and Services,CAEP,Weight
consumer_goods-type_drive_in_motion_picture_theaters,Drive-in motion picture theaters,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_drum_washing_machine,Drum washing machine,Furnishings and Household,Consumer Goods and Services,CAEP,Number
consumer_goods-type_dry_cleaning_laundry,Dry-cleaning and laundry,Clothing and Footwear,Consumer Goods and Services,EPA,Money
consumer_goods-type_dry_condensed_evaporated_dairy,Dry / condensed and evaporated dairy products,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_dry_pasta_dough_and_flour_mixes_manufacturing_from_purchased_flour,Dry pasta/dough and flour mixes manufacturing from purchased flour,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_drycleaning_and_laundry_services_except_coin_operated,Dry-cleaning and laundry,Clothing and Footwear,Consumer Goods and Services,EPA,Money
consumer_goods-type_dyed_cotton_shirt,Dyed cotton shirt,Clothing and Footwear,Consumer Goods and Services,CAEP,Weight
consumer_goods-type_e_cigarettes_and_refills,E-cigarettes and refills,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_edible_oils,Edible oils,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_eggs,Eggs,Food/Beverages/Tobacco,Consumer Goods and Services,"GEMIS,Market Economics Limited","Weight,Money"
consumer_goods-type_eggs-origin_region_global,Eggs,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_eggs-origin_region_multi_region,Eggs,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_eggs-origin_region_uk,Eggs,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_eggs_barn-origin_region_uk,Eggs (barn),Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_eggs_cage_colony-origin_region_uk,Eggs (cage/colony),Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_eggs_cardboard_box-origin_region_multi_region,Eggs cardboard box,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_eggs_free_range-origin_region_uk,Eggs (free range),Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_eggs_in_shell,Eggs in shell,Food/Beverages/Tobacco,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_eggs_organic-origin_region_uk,Eggs (organic),Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_energy_drinks,Energy drinks,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_engineered_wood_member_except_truss,Engineered wood member (except truss) manufacturing,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_equipment_for_camping,Equipment for camping,Recreation and Culture,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_equipment_for_sport_and_outdoor_recreation,Equipment for sport and outdoor recreation,Recreation and Culture,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_external_venetian_blinds,External venetian blinds,Furnishings and Household,Consumer Goods and Services,OEKOBAUDAT,Area
consumer_goods-type_fabric,Fabric,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_fabric,Fabric coating mills,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_falafels_pp_tub-origin_region_multi_region,Falafels PP tub,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_family_clothing_stores,Family clothing stores,Clothing and Footwear,Consumer Goods and Services,EPA,Money
consumer_goods-type_fastener_button_needle_and_pin,Fastener/button/needle and pin manufacturing,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_fats_and_oils_refining_and_blending,Fats and oils refining and blending,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_fertilizers,Fertilizer (mixing only) manufacturing,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_fertilizers,Fertilizers,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_fiber_yarn_thread,Fiber / yarn and thread,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_finished_coated_fabric,Finished and coated fabric,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_fish_and_seafood_markets,Fish and seafood markets,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_fish_fresh_or_chilled,Fish (fresh / chilled),Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_fish_products,Fish products,Food/Beverages/Tobacco,Consumer Goods and Services,EXIOBASE,Money
consumer_goods-type_fitness_and_recreational_sports_centers,Fitness and recreational sports centers,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_flavored_drink_concentrates,Flavored drink concentrates,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_flavored_drink_concentrates,Flavoring syrup and concentrate manufacturing,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_flavouring_syrups_seasonings_and_dressings,Flavouring syrups / seasonings and dressings,Food/Beverages/Tobacco,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_flour_and_other_grain_mill_products,Flour and other grain mill products,Food/Beverages/Tobacco,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_flour_milling,Flour milling,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_flour_mixes_dough_and_dry_pasta,Flour mixes / dough and dry pasta,Food/Beverages/Tobacco,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_flours_malts,Flours and malts,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_fluid_milk_butter,Fluid milk and butter,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_food_additives_nec,Food additives nec,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_food_and_drink_primary_material_production,Food and drink (Primary material production),Food/Beverages/Tobacco,Consumer Goods and Services,BEIS,Weight
consumer_goods-type_food_beverage_stores,Food and beverage stores,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_food_for_pets_and_domestic_livestock,Food for pets and domestic livestock,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_food_products_not_elsewhere_specified,Food products (not elsewhere specified),Food/Beverages/Tobacco,Consumer Goods and Services,EXIOBASE,Money
consumer_goods-type_footwear,Footwear,Clothing and Footwear,Consumer Goods and Services,"OpenIO-Canada,Market Economics Limited","Money,Money"
consumer_goods-type_footwear,Footwear manufacturing,Clothing and Footwear,Consumer Goods and Services,EPA,Money
consumer_goods-type_footwear_accessories_and_services,Footwear accessories and services,Clothing and Footwear,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_footwear_and_leather_goods_repair,Footwear and leather goods repair,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_footwear_nfd,Footwear nfd,Clothing and Footwear,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_freight_transportation_arrangement,Freight transportation arrangement,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_fresh_and_frozen_beef_and_veal,Fresh and frozen beef and veal,Food/Beverages/Tobacco,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_fresh_and_frozen_pork,Fresh and frozen pork,Food/Beverages/Tobacco,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_fresh_and_frozen_poultry_of_all_types,Fresh and frozen poultry of all types,Food/Beverages/Tobacco,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_fresh_broiler_chicken,Broiler chicken fresh,Food/Beverages/Tobacco,Consumer Goods and Services,GEMIS,Weight
consumer_goods-type_fresh_frozen_and_canned_fruit_and_vegetable_juices,Fresh / frozen and canned fruit and vegetable juices,Food/Beverages/Tobacco,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_fresh_fruits_tree_nuts,Fresh fruits and tree nuts,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_fresh_milk,Fresh milk,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_fresh_soybeans_canola_flaxseeds_other_oilseeds,Fresh soybeans/canola/flaxseeds and other oilseeds,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_fresh_vegetables_melons_potatoes,Fresh vegetables/melons and potatoes,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_fresh_wheat_corn_rice_other_grains,Fresh wheat/corn/rice and other grains,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_frozen_cakes_pies_and_other_pastries,Frozen cakes/pies and other pastries manufacturing,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_frozen_food,Frozen food,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_frozen_fruit_juice_and_vegetable,Frozen fruit/juice and vegetable manufacturing,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_frozen_preserved_or_processed_fish_and_other_seafood,Frozen / preserved or processed fish and other seafood,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_frozen_specialty_food,Frozen specialty food manufacturing,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_frozen_vegetables_and_other_preserved_or_processed_vegetables,Frozen vegetables and other preserved or processed vegetables,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_fruit_and_vegetable_canning,Fruit and vegetable canning,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_fruit_and_vegetable_juices,Fruit and vegetable juices,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_fruit_and_vegetable_markets,Fruit and vegetable markets,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_fruit_fresh,Fruit (fresh),Food/Beverages/Tobacco,Consumer Goods and Services,GEMIS,Weight
consumer_goods-type_fruit_vegetable_preservation,Fruit and vegetable preservation,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_furniture,Furniture,Furnishings and Household,Consumer Goods and Services,"BEIS,Market Economics Limited","Money,Money"
consumer_goods-type_furniture_and_furnishings,Furniture and furnishings,Furnishings and Household,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_furniture_other_manufactured_goods_not_elsewhere_specified,Furniture/other manufactured goods (not elsewhere specified),Furnishings and Household,Consumer Goods and Services,EXIOBASE,Money
consumer_goods-type_gambling_and_betting_services,Gambling and betting services,Recreation and Culture,Consumer Goods and Services,BEIS,Money
consumer_goods-type_gambling_establishments_except_casino_hotels,Gambling establishments (except casino hotels),Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_gambling_net_wagers,Gambling (net wagers),Recreation and Culture,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_gambling_services,Gambling services,Recreation and Culture,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_games_and_toys,Games and toys,Recreation and Culture,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_games_of_chance,Games of chance,Recreation and Culture,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_games_toys_and_hobbies,Games/toys and hobbies,Recreation and Culture,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_gas_hob,Gas hob,Furnishings and Household,Consumer Goods and Services,CAEP,Number
consumer_goods-type_gasket_packing_and_sealing_device,Gasket/packing and sealing device manufacturing,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_gaskets_seals_musical_instruments_fasteners_brooms_brushes_mop_other_misc._goods,Gaskets/seals/musical instruments/fasteners/brooms/brushes/mop and other misc. goods,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_gasoline_stations,Gasoline stations,General Retail,Consumer Goods and Services,EPA,Money
consumer_goods-type_girls_clothing_excluding_headwear_and_neckwear,Girls' clothing (excluding headwear and neckwear),Clothing and Footwear,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_glassware_tableware_and_cutlery,Glassware/tableware and cutlery,Furnishings and Household,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_gloves,Gloves,Clothing and Footwear,Consumer Goods and Services,CAEP,Weight
consumer_goods-type_golf_courses_and_country_clubs,Golf courses and country clubs,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_golf_courses_marinas_ski_resorts_fitness_other_rec_centers_industries,Golf courses/marinas/ski resorts/fitness and other rec centers and industries,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_grain_and_oilseed_products,Grain and oilseed products,Food/Beverages/Tobacco,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_grain_mill_products_starches_and_starch_products,Grain mill products/starches and starch products,Food/Beverages/Tobacco,Consumer Goods and Services,BEIS,Money
consumer_goods-type_grain_products,Grain products,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_granola_ldpe_bag-origin_region_multi_region,Granola LDPE bag,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_greenhouse_crops_mushrooms_nurseries_flowers,Greenhouse crops/mushrooms/nurseries and flowers,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_greeting_card_publishers,Greeting card publishers,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_hairdressing_and_personal_grooming_services,Hairdressing and personal grooming services,Personal Care and Accessories,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_ham_pe_tray_with_pe_film-origin_region_multi_region,Ham PE tray with PE film,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_handmade_furniture,Handmade furniture,Furnishings and Household,Consumer Goods and Services,CAEP,Weight
consumer_goods-type_hardwood_veneer_and_plywood,Hardwood veneer and plywood manufacturing,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_hat,Hat,Clothing and Footwear,Consumer Goods and Services,CAEP,Weight
consumer_goods-type_heritage_institution_services,Heritage institution services,Recreation and Culture,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_historical_sites,Historical sites,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_home_and_garden_equipment_repair_and_maintenance,Home and garden equipment repair and maintenance,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_home_furniture_upholstered,Home furniture - upholstered,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_home_furniture_wood_nonupholstered,Home furniture - wood/nonupholstered,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_hosiery_and_sock_mills,Hosiery and sock mills,Clothing and Footwear,Consumer Goods and Services,EPA,Money
consumer_goods-type_household_furniture,Household furniture,Furnishings and Household,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_household_furniture_except_wood_and_metal,Household furniture (except wood and metal) manufacturing,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_household_goods_repair,Household goods repair,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_ice,Ice manufacturing,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_ice_cream_and_edible_ices,Ice cream and edible ices,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_ice_cream_frozen_desserts,Ice cream and frozen desserts,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_ice_cream_pp_tub_with_ldpe_lid-origin_region_multi_region,Ice cream PP tub with LDPE lid,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_ice_cream_sherbet_and_similar_frozen_desserts,Ice cream / sherbet and similar frozen desserts,Food/Beverages/Tobacco,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_independent_artists_writers_performers,Independent artists/writers and performers,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_induction_hob,Induction hob,Furnishings and Household,Consumer Goods and Services,CAEP,Number
consumer_goods-type_industrial_launderers,Industrial launderers,Clothing and Footwear,Consumer Goods and Services,EPA,Money
consumer_goods-type_infant_clothing,Infant clothing,Clothing and Footwear,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_infants_clothing,Infants' clothing,Clothing and Footwear,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_ink_ink_cartridges,Ink and ink cartridges,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_institutional_and_other_furniture,Institutional and other furniture,Furnishings and Household,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_institutional_furniture,Institutional furniture,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_institutional_furniture,Institutional furniture manufacturing,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_jams_marmalades_and_other_spreads,Jams/marmalades and other spreads,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_jeans,Jeans,Clothing and Footwear,Consumer Goods and Services,CAEP,Number
consumer_goods-type_jewellery,Jewellery,Personal Care and Accessories,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_jewellery_and_silverware,Jewellery and silverware,Personal Care and Accessories,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_jewellery_and_watches,Jewellery and watches,Personal Care and Accessories,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_jewelry_silverware,Jewelry and silverware,Personal Care and Accessories,Consumer Goods and Services,EPA,Money
consumer_goods-type_jewelry_stores,Jewelry stores,Clothing and Footwear,Consumer Goods and Services,EPA,Money
consumer_goods-type_juicer,Juicer,Furnishings and Household,Consumer Goods and Services,CAEP,Number
consumer_goods-type_kitchen_and_domestic_utensils,Kitchen and domestic utensils,Furnishings and Household,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_kitchen_cabinet,Kitchen cabinet,Furnishings and Household,Consumer Goods and Services,CAEP,Weight
consumer_goods-type_kiwifruits_ldpe_bag-origin_region_multi_region,Kiwifruits LDPE bag,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_knit_fabric_mills,Knit fabric mills,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_lamb_pe_tray_with_pe_film-origin_region_multi_region,Lamb PE tray with PE film,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_leaf_and_stem_vegetables_fresh_or_chilled,Leaf and stem vegetables (fresh or chilled),Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_leather,Leather,Clothing and Footwear,Consumer Goods and Services,EPA,Money
consumer_goods-type_leather,Leather and hide tanning and finishing,Clothing and Footwear,Consumer Goods and Services,EPA,Money
consumer_goods-type_leather_and_related_products,Leather and related products,Clothing and Footwear,Consumer Goods and Services,BEIS,Money
consumer_goods-type_leather_leather_products,Leather and leather products,Clothing and Footwear,Consumer Goods and Services,EXIOBASE,Money
consumer_goods-type_leather_shoes,Leather shoes,Clothing and Footwear,Consumer Goods and Services,CAEP,Number
consumer_goods-type_leatherware,Leatherware,Clothing and Footwear,Consumer Goods and Services,CAEP,Weight
consumer_goods-type_lemon_juice_pet_bottle_with_pp_lid-origin_region_multi_region,Lemon juice PET bottle with PP lid,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_lentils_ldpe_bag-origin_region_multi_region,Lentils LDPE bag,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_lettuce_ldpe_bag-origin_region_multi_region,Lettuce LDPE bag,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_libraries_archives_museums_and_other_cultural_services,Libraries/archives/museums and other cultural services,Recreation and Culture,Consumer Goods and Services,BEIS,Money
consumer_goods-type_libraries_museums_and_art,Libraries/museums and art,Recreation and Culture,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_linen_supply,Linen supply,Clothing and Footwear,Consumer Goods and Services,EPA,Money
consumer_goods-type_luggage_and_leather_goods_stores,Luggage and leather goods stores,Clothing and Footwear,Consumer Goods and Services,EPA,Money
consumer_goods-type_lumber_treated_lumber,Lumber and treated lumber,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_macaroni_and_noodles,Macaroni and noodles,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_magazines_journals,Magazines and journals,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_magnetic_toys,Magnetic toys,Furnishings and Household,Consumer Goods and Services,CAEP,Weight
consumer_goods-type_major_durables_for_indoor_recreation,Major durables for indoor recreation,Recreation and Culture,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_major_durables_for_outdoor_recreation,Major durables for outdoor recreation,Recreation and Culture,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_malt,Malt manufacturing,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_manufactured_home_mobile_home,Manufactured home (mobile home) manufacturing,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_margarine_and_cooking_oils,Margarine and cooking oils,Food/Beverages/Tobacco,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_margarine_and_other_vegetable_fats,Margarine and other vegetable fats,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_margarine_pp_tub_with_ldpe_lid-origin_region_multi_region,Margarine PP tub with LDPE lid,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_marinas,Marinas,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_marine_cargo_handling,Marine cargo handling,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_mattresses_and_foundations,Mattresses and foundations,Furnishings and Household,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_mattresses_blinds_shades,Mattress manufacturing,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_mattresses_blinds_shades,Mattresses/blinds and shades,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_mayonnaise_dressing_and_other_prepared_sauce,Mayonnaise/dressing and other prepared sauce manufacturing,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_mayonnaise_glass_jar_with_aluminium_lid-origin_region_multi_region,Mayonnaise glass jar with aluminium lid,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_meat_and_offal,Meat and offal,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_meat_free_burgers_cardboard_box_with_pe_wax-origin_region_multi_region,Meat-free burgers cardboard box with PE wax,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_meat_markets,Meat markets,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_meat_processed_from_carcasses,Meat processed from carcasses,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_meat_products_beef,Beef (fresh),Food/Beverages/Tobacco,Consumer Goods and Services,GEMIS,Weight
consumer_goods-type_meat_products_beef,Meat products (beef),Food/Beverages/Tobacco,Consumer Goods and Services,EXIOBASE,Money
consumer_goods-type_meat_products_not_elsewhere_specified,Meat products (not elsewhere specified),Food/Beverages/Tobacco,Consumer Goods and Services,EXIOBASE,Money
consumer_goods-type_meat_products_pork,Meat products (pork),Food/Beverages/Tobacco,Consumer Goods and Services,EXIOBASE,Money
consumer_goods-type_meat_products_poultry,Meat products (poultry),Food/Beverages/Tobacco,Consumer Goods and Services,EXIOBASE,Money
consumer_goods-type_medicinal_botanical_ingredients,Medicinal and botanical ingredients,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_medicinal_botanical_ingredients,Medicinal and botanical manufacturing,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_melamine_board_furniture,Melamine board furniture,Furnishings and Household,Consumer Goods and Services,CAEP,Weight
consumer_goods-type_mens_and_boys_cut_and_sew_apparel,Men's and boys' cut and sew apparel manufacturing,Clothing and Footwear,Consumer Goods and Services,EPA,Money
consumer_goods-type_mens_clothing_excluding_headwear_and_neckwear,Men's clothing (excluding headwear and neckwear),Clothing and Footwear,Consumer Goods and Services,Market Economics Limited,Money
